MAPA,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
90090245,,9,Ciudad de México,CDMX,9,Milpa Alta,245,Citlalcuac (Rancho el Paraíso Perdido),R,19.200292,-99.095664,2656,E14A49,114,61,53,25
90090246,,9,Ciudad de México,CDMX,9,Milpa Alta,246,Atoctenco (Prolongación Niños Héroes),R,19.200036,-99.086703,2633,E14A49,140,79,61,41
90090248,,9,Ciudad de México,CDMX,9,Milpa Alta,248,Paraje Huicalco,R,19.21015,-99.060142,2579,E14A49,111,56,55,31
90090249,,9,Ciudad de México,CDMX,9,Milpa Alta,249,Los Aguilar,R,19.206347,-99.076466,2648,E14A49,11,4,7,6
90090250,,9,Ciudad de México,CDMX,9,Milpa Alta,250,Tetexaloca,R,19.188662,-99.061503,2626,E14A49,25,11,14,7
90090251,,9,Ciudad de México,CDMX,9,Milpa Alta,251,Prolongación Justo Sierra,R,19.201326,-99.058587,2467,E14A49,48,18,30,13
90090252,,9,Ciudad de México,CDMX,9,Milpa Alta,252,Acatlahuco,R,19.181031,-99.062173,2706,E14A49,95,48,47,26
90090253,,9,Ciudad de México,CDMX,9,Milpa Alta,253,Xalmoyo,R,19.186271,-99.098384,2833,E14A49,95,46,49,24
90090254,,9,Ciudad de México,CDMX,9,Milpa Alta,254,Oluca,R,19.19422,-99.103056,2715,E14A49,367,192,175,96
90090256,,9,Ciudad de México,CDMX,9,Milpa Alta,256,Tlalcoxtepec,R,19.200248,-99.082486,2594,E14A49,221,122,99,63
90090257,,9,Ciudad de México,CDMX,9,Milpa Alta,257,Camino Viejo a Santa Cruz,R,19.211977,-99.067283,2574,E14A49,78,35,43,19
90090258,,9,Ciudad de México,CDMX,9,Milpa Alta,258,Concla (Camino a Tlaltenamic),R,19.186514,-99.043464,2641,E14A49,10,*,*,2
90090259,,9,Ciudad de México,CDMX,9,Milpa Alta,259,Tlaltenami,R,19.167587,-99.058361,2883,E14A49,0,0,0,0
90090264,,9,Ciudad de México,CDMX,9,Milpa Alta,264,Panuca (Cuatexoxoco),R,19.165838,-98.995316,2728,E14B41,49,25,24,15
90090265,,9,Ciudad de México,CDMX,9,Milpa Alta,265,Tlaltepec (Tlacoxtepec),R,19.185645,-99.00603,2472,E14A49,107,47,60,34
90090266,,9,Ciudad de México,CDMX,9,Milpa Alta,266,Chimeo (Las Palmas),R,19.222076,-99.010259,2424,E14A49,146,76,70,33
90090268,,9,Ciudad de México,CDMX,9,Milpa Alta,268,Moxala,R,19.207308,-99.014493,2381,E14A49,161,87,74,35
90090269,,9,Ciudad de México,CDMX,9,Milpa Alta,269,El Cerrito,R,19.211315,-98.988522,2257,E14B41,236,123,113,54
90090271,,9,Ciudad de México,CDMX,9,Milpa Alta,271,San Miguel (Tecoxomayehualtitla),R,19.167134,-99.00562,2782,E14A49,34,17,17,11
90090273,,9,Ciudad de México,CDMX,9,Milpa Alta,273,Texomulco,R,19.219314,-99.044611,2500,E14A49,0,0,0,0
90090274,,9,Ciudad de México,CDMX,9,Milpa Alta,274,Tlalmanco (Prolongación Benito Juárez),R,19.164466,-98.998672,2781,E14B41,12,8,4,3
90090275,,9,Ciudad de México,CDMX,9,Milpa Alta,275,Tlalcocomoya,R,19.172182,-99.043665,2757,E14A49,38,18,20,10
90090276,,9,Ciudad de México,CDMX,9,Milpa Alta,276,Paraje Tatazquiopa,R,19.171589,-99.044799,2770,E14A49,27,13,14,8
90090277,,9,Ciudad de México,CDMX,9,Milpa Alta,277,Atoctenco,R,19.215656,-99.047922,2457,E14A49,546,266,280,123
90090278,,9,Ciudad de México,CDMX,9,Milpa Alta,278,Tecamac,R,19.193007,-99.033849,2478,E14A49,63,28,35,12
90090280,,9,Ciudad de México,CDMX,9,Milpa Alta,280,Teutlalpa,R,19.210351,-99.057322,2571,E14A49,11,4,7,3
90090281,,9,Ciudad de México,CDMX,9,Milpa Alta,281,Zihuantemohuayan,R,19.213938,-99.05746,2578,E14A49,27,11,16,8
90090282,,9,Ciudad de México,CDMX,9,Milpa Alta,282,Las Abejas,R,19.209144,-99.075948,2626,E14A49,20,9,11,5
90090283,,9,Ciudad de México,CDMX,9,Milpa Alta,283,Tlatzala,R,19.210387,-99.054529,2519,E14A49,50,23,27,11
90090284,,9,Ciudad de México,CDMX,9,Milpa Alta,284,Tetzompa,R,19.206006,-99.013555,2368,E14A49,66,32,34,14
90090285,,9,Ciudad de México,CDMX,9,Milpa Alta,285,Tuzanco (La Joya),R,19.201223,-99.088297,2619,E14A49,351,172,179,91
90090286,,9,Ciudad de México,CDMX,9,Milpa Alta,286,San José López Trejo,R,19.170413,-99.063424,2878,E14A49,1,*,*,1
90090288,,9,Ciudad de México,CDMX,9,Milpa Alta,288,Tlacopanco,R,19.19313,-99.070926,2618,E14A49,59,33,26,15
90090289,,9,Ciudad de México,CDMX,9,Milpa Alta,289,Pixucaltitla,R,19.192575,-99.072199,2628,E14A49,72,37,35,13
90090290,,9,Ciudad de México,CDMX,9,Milpa Alta,290,Totomacuentla,R,19.186151,-99.036508,2562,E14A49,5,*,*,1
90090291,,9,Ciudad de México,CDMX,9,Milpa Alta,291,Kilómetro 24,R,19.177716,-99.02007,2602,E14A49,21,5,16,4
90090292,,9,Ciudad de México,CDMX,9,Milpa Alta,292,Joyas Parte Alta,R,19.207621,-98.99168,2271,E14B41,591,301,290,156
90090294,,9,Ciudad de México,CDMX,9,Milpa Alta,294,Acuexcomatl,R,19.171222,-99.068071,2852,E14A49,7,*,*,2
90090297,,9,Ciudad de México,CDMX,9,Milpa Alta,297,San Antonio Cuilotepec,R,19.184409,-99.091525,2871,E14A49,390,191,199,91
90090299,,9,Ciudad de México,CDMX,9,Milpa Alta,299,Tenichcalco,R,19.154264,-98.98935,2779,E14B41,0,0,0,0
90090300,,9,Ciudad de México,CDMX,9,Milpa Alta,300,San Nicolás Tetelco,U,19.208455,-98.97056,2259,E14B41,4078,2021,2057,1008
90090301,,9,Ciudad de México,CDMX,9,Milpa Alta,301,El Tejocote,R,19.203726,-98.970254,2285,E14B41,86,44,42,26
90090302,,9,Ciudad de México,CDMX,9,Milpa Alta,302,Ejidos Tecoxpa,R,19.20681,-98.976423,2258,E14B41,4,*,*,1
90090303,,9,Ciudad de México,CDMX,9,Milpa Alta,303,Arboledas,R,19.209614,-98.980835,2257,E14B41,183,98,85,45
90090304,,9,Ciudad de México,CDMX,9,Milpa Alta,304,Emiliano Zapata (Camino al Cerro),R,19.205565,-98.9722,2266,E14B41,45,21,24,10
90090305,,9,Ciudad de México,CDMX,9,Milpa Alta,305,Corraltitla,R,19.202569,-99.020303,2381,E14A49,166,91,75,39
90090306,,9,Ciudad de México,CDMX,9,Milpa Alta,306,Tepanoco,R,19.204429,-99.018512,2388,E14A49,33,15,18,7
90090309,,9,Ciudad de México,CDMX,9,Milpa Alta,309,Zacatipla,R,19.206798,-99.028421,2418,E14A49,2,*,*,1
90090310,,9,Ciudad de México,CDMX,9,Milpa Alta,310,Santa Martha Xolco,R,19.205035,-99.030743,2412,E14A49,58,33,25,13
90090312,,9,Ciudad de México,CDMX,9,Milpa Alta,312,Tepetitla (Villa Hermosa),R,19.197827,-99.035794,2438,E14A49,27,15,12,7
90090313,,9,Ciudad de México,CDMX,9,Milpa Alta,313,Totoxhpa (Cerrada Culiacán),R,19.192717,-99.032372,2460,E14A49,17,11,6,4
90090314,,9,Ciudad de México,CDMX,9,Milpa Alta,314,Belizario Domínguez,R,19.203389,-99.008447,2315,E14A49,182,92,90,48
90090315,,9,Ciudad de México,CDMX,9,Milpa Alta,315,Nuchtla,R,19.206616,-99.044565,2469,E14A49,512,255,257,114
90090316,,9,Ciudad de México,CDMX,9,Milpa Alta,316,Tehuizco,R,19.211655,-99.0434,2485,E14A49,301,142,159,70
90090317,,9,Ciudad de México,CDMX,9,Milpa Alta,317,Axayatipac,R,19.210337,-99.046523,2446,E14A49,230,107,123,57
90090318,,9,Ciudad de México,CDMX,9,Milpa Alta,318,Ayotepec,R,19.206304,-99.040116,2477,E14A49,105,57,48,28
90090319,,9,Ciudad de México,CDMX,9,Milpa Alta,319,Ochpantenco,R,19.17164,-99.035461,2700,E14A49,66,26,40,18
90090321,,9,Ciudad de México,CDMX,9,Milpa Alta,321,La Virgen,R,19.21113,-99.050856,2491,E14A49,13,8,5,4
90090322,,9,Ciudad de México,CDMX,9,Milpa Alta,322,Matlahuacaloca,R,19.207387,-99.050206,2485,E14A49,251,114,137,65
90090323,,9,Ciudad de México,CDMX,9,Milpa Alta,323,Tula (Huixtotlazintla),R,19.204456,-99.052783,2439,E14A49,129,65,64,28
90090326,,9,Ciudad de México,CDMX,9,Milpa Alta,326,Tlatlapantunco,R,19.196514,-99.046166,2525,E14A49,17,7,10,3
90090328,,9,Ciudad de México,CDMX,9,Milpa Alta,328,San Agustín,R,19.183081,-99.018295,2496,E14A49,72,34,38,20
90090332,,9,Ciudad de México,CDMX,9,Milpa Alta,332,Los Angeles,R,19.181407,-99.025885,2524,E14A49,29,12,17,7
90090333,,9,Ciudad de México,CDMX,9,Milpa Alta,333,Tezontlipac (San Lorenzo Tlacoyucan),R,19.180687,-99.028341,2550,E14A49,31,17,14,6
90090337,,9,Ciudad de México,CDMX,9,Milpa Alta,337,Tlalzonco,R,19.172046,-99.02762,2692,E14A49,41,23,18,10
90090338,,9,Ciudad de México,CDMX,9,Milpa Alta,338,Temazcaltitla,R,19.17257,-99.028337,2682,E14A49,71,38,33,15
90090340,,9,Ciudad de México,CDMX,9,Milpa Alta,340,Chautonco,R,19.175697,-99.027101,2623,E14A49,133,65,68,36
90090341,,9,Ciudad de México,CDMX,9,Milpa Alta,341,Texotitla,R,19.189676,-99.099279,2788,E14A49,20,9,11,7
90090342,,9,Ciudad de México,CDMX,9,Milpa Alta,342,Coatepec,R,19.186144,-99.095954,2826,E14A49,121,55,66,28
90090344,,9,Ciudad de México,CDMX,9,Milpa Alta,344,Ocotitla (Barrio de Santa Cruz),R,19.207558,-99.019632,2407,E14A49,74,39,35,18
90090345,,9,Ciudad de México,CDMX,9,Milpa Alta,345,Teuhtli,R,19.223392,-99.006506,2365,E14A49,46,22,24,10
90090347,,9,Ciudad de México,CDMX,9,Milpa Alta,347,Xochiatlaco,R,19.185084,-99.001977,2470,E14A49,21,9,12,5
90090348,,9,Ciudad de México,CDMX,9,Milpa Alta,348,Huacaltunco,R,19.182889,-99.003209,2508,E14A49,65,29,36,19
90090351,,9,Ciudad de México,CDMX,9,Milpa Alta,351,Tlahuiztpa,R,19.17114,-99.005339,2713,E14A49,129,66,63,34
90090352,,9,Ciudad de México,CDMX,9,Milpa Alta,352,Zacacali,R,19.182853,-99.057594,2667,E14A49,76,42,34,20
90090353,,9,Ciudad de México,CDMX,9,Milpa Alta,353,Tepenahuac [Centro de Educación Ambiental],R,19.172893,-98.977156,2600,E14B41,0,0,0,0
90090354,,9,Ciudad de México,CDMX,9,Milpa Alta,354,Camino Viejo a Tlaltenamic,R,19.185204,-99.04366,2649,E14A49,87,48,39,21
90090355,,9,Ciudad de México,CDMX,9,Milpa Alta,355,Joyas del Pedregal,R,19.176574,-98.98713,2579,E14B41,51,24,27,16
90090356,,9,Ciudad de México,CDMX,9,Milpa Alta,356,Los Romero,R,19.158391,-98.993514,2823,E14B41,20,9,11,7
90090357,,9,Ciudad de México,CDMX,9,Milpa Alta,357,Rancho Viejo,R,19.172512,-98.984904,2632,E14B41,10,*,*,2
90090358,,9,Ciudad de México,CDMX,9,Milpa Alta,358,Don Diegoco,R,19.212818,-98.989511,2257,E14B41,29,15,14,9
90090359,,9,Ciudad de México,CDMX,9,Milpa Alta,359,Apilintitla,R,19.212002,-99.062786,2579,E14A49,51,26,25,10
90090360,,9,Ciudad de México,CDMX,9,Milpa Alta,360,Atlahuitonca,R,19.196433,-98.993961,2346,E14B41,98,45,53,33
90090361,,9,Ciudad de México,CDMX,9,Milpa Alta,361,Xilozuchitl,R,19.194826,-99.072879,2602,E14A49,70,29,41,15
90090362,,9,Ciudad de México,CDMX,9,Milpa Alta,362,Tenco,R,19.190689,-99.06898,2627,E14A49,13,5,8,4
90090363,,9,Ciudad de México,CDMX,9,Milpa Alta,363,Xonacatepec,R,19.200627,-98.993641,2319,E14B41,30,12,18,7
90090364,,9,Ciudad de México,CDMX,9,Milpa Alta,364,Xicalhuacan,R,19.201643,-98.99676,2302,E14B41,43,23,20,16
90090365,,9,Ciudad de México,CDMX,9,Milpa Alta,365,Ixotitla,R,19.183136,-99.082064,2830,E14A49,37,20,17,11
90090366,,9,Ciudad de México,CDMX,9,Milpa Alta,366,Xaltenco,R,19.201088,-99.037048,2452,E14A49,14,7,7,5
90090367,,9,Ciudad de México,CDMX,9,Milpa Alta,367,Tlaquexpa,R,19.201171,-99.093753,2676,E14A49,32,13,19,9
90090368,,9,Ciudad de México,CDMX,9,Milpa Alta,368,Pipitongo,R,19.187201,-99.002381,2441,E14A49,6,*,*,2
90090369,,9,Ciudad de México,CDMX,9,Milpa Alta,369,Encinos,R,19.206784,-99.015915,2393,E14A49,10,4,6,3
90090370,,9,Ciudad de México,CDMX,9,Milpa Alta,370,Tehuehuec,R,19.208543,-99.023528,2421,E14A49,18,13,5,7
90090371,,9,Ciudad de México,CDMX,9,Milpa Alta,371,Tlalaxco,R,19.217623,-99.046508,2473,E14A49,105,54,51,31
90090372,,9,Ciudad de México,CDMX,9,Milpa Alta,372,Apetatita,R,19.192572,-99.075924,2655,E14A49,89,43,46,18
90090373,,9,Ciudad de México,CDMX,9,Milpa Alta,373,Texali,R,19.193593,-99.076758,2644,E14A49,67,33,34,21
90090374,,9,Ciudad de México,CDMX,9,Milpa Alta,374,Xilutepec,R,19.19209,-98.991156,2397,E14B41,46,27,19,13
90090375,,9,Ciudad de México,CDMX,9,Milpa Alta,375,Chuchupic,R,19.16581,-99.070593,2910,E14A49,0,0,0,0
90090376,,9,Ciudad de México,CDMX,9,Milpa Alta,376,San Isidro Labrador,R,19.163724,-99.065538,2948,E14A49,0,0,0,0
90090377,,9,Ciudad de México,CDMX,9,Milpa Alta,377,Ecatepeclixpa,R,19.173737,-99.061058,2823,E14A49,0,0,0,0
90090378,,9,Ciudad de México,CDMX,9,Milpa Alta,378,Don Guillermo,R,19.175311,-99.058736,2763,E14A49,1,*,*,1
90090379,,9,Ciudad de México,CDMX,9,Milpa Alta,379,Ixtonpaxtitla,R,19.180926,-99.053811,2663,E14A49,6,*,*,1
90090380,,9,Ciudad de México,CDMX,9,Milpa Alta,380,Texico,R,19.180523,-99.051154,2671,E14A49,21,11,10,6
90090381,,9,Ciudad de México,CDMX,9,Milpa Alta,381,El Santanero,R,19.20227,-98.96809,2289,E14B41,5,*,*,1
90090382,,9,Ciudad de México,CDMX,9,Milpa Alta,382,Hueyahuatitla,R,19.184377,-99.10418,2860,E14A49,2,*,*,1
90090383,,9,Ciudad de México,CDMX,9,Milpa Alta,383,Zopilocalco (Tatamazquipa),R,19.16895,-99.041734,2759,E14A49,5,*,*,2
90090384,,9,Ciudad de México,CDMX,9,Milpa Alta,384,Acopilipan,R,19.175287,-99.045953,2724,E14A49,32,19,13,9
90090385,,9,Ciudad de México,CDMX,9,Milpa Alta,385,Hueyitlatile,R,19.171169,-99.008762,2735,E14A49,9,4,5,3
90090386,,9,Ciudad de México,CDMX,9,Milpa Alta,386,Coyote,R,19.159876,-99.028934,2909,E14A49,2,*,*,2
90090387,,9,Ciudad de México,CDMX,9,Milpa Alta,387,El Triángulo,R,19.184854,-98.998506,2487,E14B41,6,*,*,2
90090388,,9,Ciudad de México,CDMX,9,Milpa Alta,388,La Purísima,R,19.183161,-99.038269,2594,E14A49,77,32,45,17
90090389,,9,Ciudad de México,CDMX,9,Milpa Alta,389,Atempa,R,19.179829,-99.06445,2736,E14A49,33,22,11,8
90090390,,9,Ciudad de México,CDMX,9,Milpa Alta,390,Tlacuitlaya,R,19.201938,-99.059381,2510,E14A49,17,8,9,4
90090391,,9,Ciudad de México,CDMX,9,Milpa Alta,391,Cruz Tlaltempa,R,19.202924,-99.061669,2564,E14A49,31,13,18,7
90090392,,9,Ciudad de México,CDMX,9,Milpa Alta,392,Ahuatitla (El Tecorral),R,19.191051,-99.060839,2587,E14A49,83,43,40,20
90090393,,9,Ciudad de México,CDMX,9,Milpa Alta,393,Xaltepec,R,19.216356,-99.040607,2566,E14A49,2,*,*,1
90090394,,9,Ciudad de México,CDMX,9,Milpa Alta,394,Limonuxititla,R,19.176955,-99.082115,2936,E14A49,1,*,*,1
90090395,,9,Ciudad de México,CDMX,9,Milpa Alta,395,Cuapetzayuca,R,19.171334,-99.080584,2955,E14A49,17,12,5,6
90090396,,9,Ciudad de México,CDMX,9,Milpa Alta,396,Techalli,R,19.1704,-99.074808,2922,E14A49,5,*,*,1
90090399,,9,Ciudad de México,CDMX,9,Milpa Alta,399,Tlacapantongo,R,19.172392,-99.084904,3005,E14A49,0,0,0,0
90090400,,9,Ciudad de México,CDMX,9,Milpa Alta,400,El Dios Tláloc,R,19.182002,-99.095227,2898,E14A49,9,*,*,2
90090401,,9,Ciudad de México,CDMX,9,Milpa Alta,401,La Loma de San José,R,19.179207,-99.087912,2957,E14A49,10,*,*,2
90090402,,9,Ciudad de México,CDMX,9,Milpa Alta,402,Tepozán Seco,R,19.171044,-99.097447,3059,E14A49,1,*,*,1
90090403,,9,Ciudad de México,CDMX,9,Milpa Alta,403,Memeyuca,R,19.180496,-99.093614,2928,E14A49,6,3,3,3
90090404,,9,Ciudad de México,CDMX,9,Milpa Alta,404,El Rancho,R,19.171616,-99.099794,3068,E14A49,0,0,0,0
90090405,,9,Ciudad de México,CDMX,9,Milpa Alta,405,Niño Perdido,R,19.182289,-99.102044,2893,E14A49,0,0,0,0
90090407,,9,Ciudad de México,CDMX,9,Milpa Alta,407,Papalocahuitl,R,19.189381,-99.105189,2771,E14A49,37,19,18,6
90090408,,9,Ciudad de México,CDMX,9,Milpa Alta,408,Cilxúchitl,R,19.189846,-99.064908,2611,E14A49,2,*,*,1
90090409,,9,Ciudad de México,CDMX,9,Milpa Alta,409,Ahuatlixpa,R,19.215068,-99.056789,2573,E14A49,0,0,0,0
90090410,,9,Ciudad de México,CDMX,9,Milpa Alta,410,Tlaltelpampa,R,19.215832,-99.055917,2566,E14A49,10,4,6,3
90090411,,9,Ciudad de México,CDMX,9,Milpa Alta,411,La Cruz,R,19.21369,-99.056333,2577,E14A49,8,*,*,2
90090412,,9,Ciudad de México,CDMX,9,Milpa Alta,412,Atotzingo,R,19.221755,-99.036478,2571,E14A49,0,0,0,0
90090413,,9,Ciudad de México,CDMX,9,Milpa Alta,413,Tepecuescotitla (San Antonio),R,19.209885,-99.062456,2580,E14A49,28,13,15,9
90090414,,9,Ciudad de México,CDMX,9,Milpa Alta,414,La Lupita Tepetenco,R,19.185182,-98.990144,2501,E14B41,11,6,5,3
90090415,,9,Ciudad de México,CDMX,9,Milpa Alta,415,Cristo Rey (Emiliano Zapata),R,19.205284,-99.002529,2305,E14A49,132,62,70,38
90090416,,9,Ciudad de México,CDMX,9,Milpa Alta,416,La Joyita,R,19.201365,-99.084581,2600,E14A49,-,-,-,-
90090417,,9,Ciudad de México,CDMX,9,Milpa Alta,417,La Nopalera,R,19.199091,-98.979187,2322,E14B41,-,-,-,-
90090418,,9,Ciudad de México,CDMX,9,Milpa Alta,418,Tlapantongo,R,19.201211,-98.980245,2306,E14B41,-,-,-,-
90090419,,9,Ciudad de México,CDMX,9,Milpa Alta,419,El Pedregal,R,19.193006,-98.974281,2388,E14B41,-,-,-,-
90090420,,9,Ciudad de México,CDMX,9,Milpa Alta,420,Tlatlanextla,R,19.200276,-98.989025,2328,E14B41,-,-,-,-
90090421,,9,Ciudad de México,CDMX,9,Milpa Alta,421,Huixtecolizintla,R,19.159825,-98.996,2798,E14B41,-,-,-,-
90090422,,9,Ciudad de México,CDMX,9,Milpa Alta,422,Tepalahco,R,19.16739,-99.002992,2749,E14A49,-,-,-,-
90090423,,9,Ciudad de México,CDMX,9,Milpa Alta,423,Apetatitla,R,19.195906,-99.073944,2594,E14A49,-,-,-,-
90090424,,9,Ciudad de México,CDMX,9,Milpa Alta,424,Imanic,R,19.174209,-99.099731,3037,E14A49,-,-,-,-
90100001,,9,Ciudad de México,CDMX,10,Álvaro Obregón,1,Álvaro Obregón,U,19.390806,-99.195413,2308,E14A39,759003,360935,398068,219413
90100007,,9,Ciudad de México,CDMX,10,Álvaro Obregón,7,Rancho Barbechos,R,19.257838,-99.317164,3484,E14A39,4,*,*,1
90100213,,9,Ciudad de México,CDMX,10,Álvaro Obregón,213,Ojo de Agua,R,19.301921,-99.274637,2864,E14A39,63,33,30,12
90100214,,9,Ciudad de México,CDMX,10,Álvaro Obregón,214,Camino a la Bandera,R,19.321635,-99.27311,2819,E14A39,12,7,5,4
90100215,,9,Ciudad de México,CDMX,10,Álvaro Obregón,215,Tiximaloya,R,19.312642,-99.276543,2884,E14A39,3,2,1,3
90100216,,9,Ciudad de México,CDMX,10,Álvaro Obregón,216,El Ermitaño (Paraje el Chipil),R,19.301087,-99.269983,2773,E14A39,47,23,24,9
90100217,,9,Ciudad de México,CDMX,10,Álvaro Obregón,217,Texcalatlaco,R,19.317737,-99.274487,2814,E14A39,5,3,2,3
90100219,,9,Ciudad de México,CDMX,10,Álvaro Obregón,219,Apapaxtla,R,19.282815,-99.287957,2954,E14A39,0,0,0,0
90110001,,9,Ciudad de México,CDMX,11,Tláhuac,1,Tláhuac,U,19.270566,-99.004846,2249,E14A39,323771,156497,167274,89454
90110011,,9,Ciudad de México,CDMX,11,Tláhuac,11,San Andrés Mixquic,U,19.224778,-98.964944,2240,E14B41,13910,6828,7082,3191
90110021,,9,Ciudad de México,CDMX,11,Tláhuac,21,San Juan Ixtayopan,U,19.240896,-98.995596,2241,E14B41,28027,13773,14254,7361
90110024,,9,Ciudad de México,CDMX,11,Tláhuac,24,San Nicolás Tetelco,U,19.217585,-98.972725,2242,E14B41,4919,2330,2589,1290
90110026,,9,Ciudad de México,CDMX,11,Tláhuac,26,Santa Catarina Yecahuitzotl,U,19.308961,-98.968578,2260,E14B31,11644,5744,5900,3087
90110069,,9,Ciudad de México,CDMX,11,Tláhuac,69,San Miguel,R,19.221208,-98.958458,2237,E14B41,221,113,108,53
90110071,,9,Ciudad de México,CDMX,11,Tláhuac,71,Tabla los Pozos,R,19.28177,-98.986736,2229,E14B31,301,158,143,70
90110072,,9,Ciudad de México,CDMX,11,Tláhuac,72,Mesita del Capulín,R,19.308524,-98.98256,2285,E14B31,125,71,54,33
90110076,,9,Ciudad de México,CDMX,11,Tláhuac,76,Ojo de Agua,R,19.217901,-98.963724,2238,E14B41,118,59,59,26
90110081,,9,Ciudad de México,CDMX,11,Tláhuac,81,San Miguel (Chinampas),R,19.220135,-98.967231,2236,E14B41,65,34,31,19
90110086,,9,Ciudad de México,CDMX,11,Tláhuac,86,Xila,R,19.219694,-98.95575,2233,E14B41,103,49,54,21
90110087,,9,Ciudad de México,CDMX,11,Tláhuac,87,Axolocalco (Prolongación Santa Cruz),R,19.220242,-98.945225,2212,E14B41,90,46,44,25
90110089,,9,Ciudad de México,CDMX,11,Tláhuac,89,El Tetecon (El Solitario),R,19.319274,-99.024964,2345,E14A39,16,5,11,5
90110094,,9,Ciudad de México,CDMX,11,Tláhuac,94,Chinampa San Juan,R,19.271607,-99.009983,2256,E14A39,18,8,10,5
90110095,,9,Ciudad de México,CDMX,11,Tláhuac,95,Fin de Galeana,R,19.269895,-99.010348,2258,E14A39,17,*,*,2
90110100,,9,Ciudad de México,CDMX,11,Tláhuac,100,Puente de Tubo,R,19.232204,-98.985071,2240,E14B41,0,0,0,0
90110103,,9,Ciudad de México,CDMX,11,Tláhuac,103,Paraje Xometitla,R,19.220232,-98.963482,2239,E14B41,145,70,75,34
90110104,,9,Ciudad de México,CDMX,11,Tláhuac,104,San Ignacio de Loyola,R,19.217182,-98.956798,2236,E14B41,856,407,449,208
90110108,,9,Ciudad de México,CDMX,11,Tláhuac,108,Paraje Ayecac,R,19.225277,-98.969546,2236,E14B41,81,47,34,19
90110110,,9,Ciudad de México,CDMX,11,Tláhuac,110,La Ciénega,R,19.287568,-99.021981,2235,E14A39,3050,1490,1560,841
90110111,,9,Ciudad de México,CDMX,11,Tláhuac,111,Chinampas Tetelco,R,19.218989,-98.968043,2235,E14B41,24,11,13,7
90110113,,9,Ciudad de México,CDMX,11,Tláhuac,113,Lomas de Xocotlán,R,19.212961,-98.966332,2239,E14B41,238,113,125,56
90110116,,9,Ciudad de México,CDMX,11,Tláhuac,116,Santa Catarina [Lienzo Charro],R,19.305158,-98.970156,2246,E14B31,5,*,*,1
90110119,,9,Ciudad de México,CDMX,11,Tláhuac,119,Tierra Blanca Parte Alta,R,19.23262,-99.009732,2370,E14A49,178,87,91,42
90110122,,9,Ciudad de México,CDMX,11,Tláhuac,122,Las Tablas,R,19.255653,-98.998573,2241,E14B31,8,*,*,1
90110123,,9,Ciudad de México,CDMX,11,Tláhuac,123,Mina Xaltepec,R,19.310841,-99.033679,2276,E14A39,0,0,0,0
90110124,,9,Ciudad de México,CDMX,11,Tláhuac,124,Mina la Estancia,R,19.31974,-99.019294,2366,E14A39,0,0,0,0
90110125,,9,Ciudad de México,CDMX,11,Tláhuac,125,Mina Texcocatitla,R,19.311196,-99.031394,2282,E14A39,0,0,0,0
90110126,,9,Ciudad de México,CDMX,11,Tláhuac,126,Camino a Tlaltenco,R,19.305093,-99.026713,2254,E14A39,71,41,30,14
90110128,,9,Ciudad de México,CDMX,11,Tláhuac,128,Prolongación Peña Alta,R,19.226127,-99.007307,2387,E14A49,101,39,62,26
90110129,,9,Ciudad de México,CDMX,11,Tláhuac,129,Rancho los Pollitos,R,19.298436,-99.00485,2252,E14A39,23,10,13,9
90110133,,9,Ciudad de México,CDMX,11,Tláhuac,133,Ejido de San Juan Ixtayopan,R,19.244537,-98.992093,2237,E14B41,20,10,10,5
90110134,,9,Ciudad de México,CDMX,11,Tláhuac,134,Tecolocuahtitla,R,19.295757,-98.98007,2239,E14B31,34,19,15,10
90110136,,9,Ciudad de México,CDMX,11,Tláhuac,136,El Pato,R,19.250804,-98.996646,2237,E14B31,359,170,189,88
90110137,,9,Ciudad de México,CDMX,11,Tláhuac,137,Ejido de Tláhuac,R,19.261976,-98.994344,2231,E14B31,77,44,33,22
90110138,,9,Ciudad de México,CDMX,11,Tláhuac,138,Monserrat (Arenales Oaxaca),R,19.316111,-99.017777,2328,E14A39,0,0,0,0
90110140,,9,Ciudad de México,CDMX,11,Tláhuac,140,El Paraíso (Mecoxtla),R,19.324147,-98.976726,2334,E14B31,1436,733,703,359
90110141,,9,Ciudad de México,CDMX,11,Tláhuac,141,Colonia los 500 metros,R,19.322854,-98.970697,2281,E14B31,405,220,185,102
90110142,,9,Ciudad de México,CDMX,11,Tláhuac,142,Ampliación San Miguel,R,19.293817,-98.970086,2236,E14B31,276,142,134,76
90110143,,9,Ciudad de México,CDMX,11,Tláhuac,143,Ninguno,R,19.298573,-98.995224,2260,E14B31,1,*,*,1
90110145,,9,Ciudad de México,CDMX,11,Tláhuac,145,Xalpa (López Portillo),R,19.305856,-99.023572,2261,E14A39,240,115,125,55
90110146,,9,Ciudad de México,CDMX,11,Tláhuac,146,Piñón,R,19.305394,-99.014751,2281,E14A39,54,26,28,16
90110148,,9,Ciudad de México,CDMX,11,Tláhuac,148,Puertantitla (Camino al Cerro),R,19.302633,-99.012639,2267,E14A39,275,138,137,65
