año,mes,cve_ent,entidad,cve_mun,minicipio,organismo,modalidad,destino,tipo,sexo,edad_rango,ingresos_rango,vivienda_valor,acciones,monto
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,1,6,3,1,669235.31
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,1,6,4,2,357122.53
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,2,4,4,1,435151.06
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,2,5,3,2,903074.25
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,2,5,4,3,500924.56
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,2,6,3,1,155484.75
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,1,2,6,4,12,4942709.5
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,1,4,3,1,379453.06
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,1,4,4,1,209466.81
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,1,5,4,1,292988.5
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,2,5,3,4,1405562.38
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,2,5,4,1,153785.34
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,2,5,5,1,155911.66
2013,1,9,Ciudad de México,2,Azcapotzalco,1,1,2,2,2,2,6,4,9,1463776.88
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,1,,7,109337.19
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,2,,10,233979.8
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,3,,5,211439.84
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,4,,2,93710.3
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,5,,1,46855.15
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,5,6,1,379663.78
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,1,2,6,,3,135291
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,1,,15,183107.3
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,2,,5,95678.69
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,3,,5,185458.91
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,4,,2,82567.48
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,5,,2,65097
2013,1,9,Ciudad de México,2,Azcapotzalco,1,2,1,1,2,2,6,,3,106145.2
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,1,4,1,44076.92
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,4,5,1,177945.91
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,6,3,2,1263989.75
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,6,4,2,438572.81
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,6,5,1,301506.56
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,2,2,4,3,1,289040.09
2013,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,2,2,6,4,1,221479.31
2013,1,9,Ciudad de México,2,Azcapotzalco,1,4,4,1,1,2,4,5,1,159059.5
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,4,4,4,3294616
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,5,3,1,431375
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,5,4,3,1171422
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,5,5,1,126196
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,6,3,3,1036352
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,6,4,17,6747723
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,6,5,3,4002406
2013,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,,,6,6,1,1500000
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,4,3,1,210280
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,4,4,1,495139
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,6,3,2,1184619
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,6,4,6,3373642
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,6,5,2,3242800
2013,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,,,6,6,4,4830668
2013,1,9,Ciudad de México,2,Azcapotzalco,2,4,6,1,,,5,5,1,380000
2013,1,9,Ciudad de México,2,Azcapotzalco,2,4,7,1,,,3,4,1,456162
2013,1,9,Ciudad de México,2,Azcapotzalco,2,4,7,1,,,6,3,1,280000
2013,1,9,Ciudad de México,2,Azcapotzalco,3,1,2,1,1,2,3,,1,596532.88
2013,1,9,Ciudad de México,2,Azcapotzalco,3,1,2,1,2,3,5,,1,926000
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,1,1,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,1,2,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,1,3,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,1,5,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,1,,4,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,2,,5,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,3,,3,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,4,,3,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,5,,2,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,1,2,6,,2,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,1,4,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,2,1,,7,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,2,2,,3,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,2,3,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,2,4,,2,0
2013,1,9,Ciudad de México,2,Azcapotzalco,4,2,1,1,2,2,5,,1,0
2013,1,9,Ciudad de México,2,Azcapotzalco,10,1,2,1,1,2,3,4,2,1755000
2013,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,1,2,6,6,2,3900000
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,1,,8,119096.44
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,2,,8,202088.3
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,3,,14,533773
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,4,,4,171304.69
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,5,,2,71266.81
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,6,,8,343112.06
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,1,5,,1,25277.07
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,1,,6,91652.67
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,2,,2,68510.89
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,4,,4,173536.36
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,6,,3,103840.81
2013,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,6,4,1,394625.91
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,5,5,1,324011.38
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,6,4,3,3280439.75
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,6,5,2,527856
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,1,4,4,1,230337.39
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,2,4,4,1,366997.63
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,2,5,5,1,390856.22
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,2,6,4,2,1018423.56
2013,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,2,6,5,2,1017963.56
2013,1,9,Ciudad de México,3,Coyoacán,1,4,4,1,1,2,1,6,1,404733.75
2013,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,,,3,3,1,401179
2013,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,,,5,4,1,465000
2013,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,,,6,4,5,4054850
2013,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,,,6,5,10,14965861
2013,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,,,6,6,2,8369962
2013,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,,,4,4,1,509458
2013,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,,,5,4,1,500000
2013,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,,,6,5,3,3762247
2013,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,,,6,6,12,21932094
2013,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,,,6,4,2,1260000
2013,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,,,6,5,1,850000
2013,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,,,6,6,1,650000
2013,1,9,Ciudad de México,3,Coyoacán,2,4,7,1,,,6,6,1,2800000
2013,1,9,Ciudad de México,3,Coyoacán,3,3,3,1,2,2,5,,1,957568.25
2013,1,9,Ciudad de México,3,Coyoacán,3,4,4,1,1,2,5,,2,2340739.25
2013,1,9,Ciudad de México,3,Coyoacán,3,4,4,1,2,2,4,,1,401098.09
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,1,1,,2,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,1,,7,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,2,,4,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,3,,2,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,4,,1,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,5,,1,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,1,2,6,,9,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,1,3,,1,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,1,,6,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,2,,3,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,3,,8,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,4,,2,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,5,,4,0
2013,1,9,Ciudad de México,3,Coyoacán,4,2,1,1,2,2,6,,5,0
2013,1,9,Ciudad de México,3,Coyoacán,10,3,3,1,2,2,2,3,1,600000
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,2,1,4,1,361463.78
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,2,6,4,1,226453.58
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,2,6,5,4,3488131.5
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,2,6,6,2,3176529.5
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,2,1,6,5,1,1930455.88
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,2,2,6,5,1,270251.69
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,2,,2,43838.69
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,3,,3,98245.66
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,5,,1,29108.98
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,6,4,1,319815.31
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,6,6,1,336647.69
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,1,5,,1,43908.65
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,1,,3,33467.95
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,3,,1,23739.71
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,4,,1,45097
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,6,,2,93710.3
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,3,3,2,2,2,6,4,1,154211.69
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,3,3,2,2,2,6,5,1,300274.19
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,,,3,2,1,102327
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,,,6,5,1,1507000
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,,,6,6,7,12113981
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,,,6,4,2,1252322
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,,,6,5,5,5195767
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,,,6,6,12,43007428
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,7,1,,,6,6,1,1111359
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,1,1,,1,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,1,2,,1,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,2,2,,1,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,2,3,,2,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,2,5,,1,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,4,2,1,1,1,2,6,,1,0
2013,1,9,Ciudad de México,4,Cuajimalpa de Morelos,7,3,3,1,1,2,3,5,1,1586000
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,1,2,6,4,1,250000
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,1,2,6,5,1,747866.5
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,2,2,6,4,1,696132.38
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,1,,39,485656.38
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,2,,22,553745
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,3,,20,609368.88
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,4,,5,217170.63
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,4,2,1,108475.36
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,5,,3,109812.75
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,6,,4,171804.7
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,1,,14,173763.94
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,2,,10,212170.27
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,2,4,1,241264.17
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,3,,10,309318.47
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,4,,4,143527.86
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,5,,1,44177.53
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,6,,4,150367.02
2013,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,1,1,6,4,1,150137.09
