año,mes,cve_ent,entidad,cve_mun,municipio,organismo,modalidad,destino,tipo,sexo,edad_rango,ingresos_rango,vivienda_valor,acciones,monto
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,5,4,1,804160.21
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,1,2,6,5,2,1381863.7
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,2,2,2,5,4,1,328949.11
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,1,1,5,3,1,556999.88
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,1,1,6,4,1,1310999.95
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,1,2,5,3,1,627930.6
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,1,2,5,4,1,949999.91
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,1,2,6,4,2,2422673.19
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,2,2,4,3,1,586805.18
2018,1,9,Ciudad de México,2,Azcapotzalco,1,3,3,1,2,2,5,4,1,949914.15
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,1,2,5,4,1,421051
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,1,2,6,3,1,706023
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,1,2,6,5,2,3209836
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,2,2,5,5,1,1100000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,2,2,6,4,1,1027000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,2,2,2,6,5,1,1067119
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,1,5,5,1,1835000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,2,3,4,1,1353500
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,2,6,3,1,504707
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,2,6,4,1,630000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,2,6,5,3,4281455
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,3,3,4,1,914000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,1,3,6,5,1,1700000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,2,2,3,4,1,1270000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,1,2,1,2,2,6,5,2,3523194
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,1,1,2,1,1,40787
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,1,1,4,1,1,23327
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,1,2,3,1,1,39265
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,1,2,5,1,2,102811
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,1,2,6,1,4,205623
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,1,5,1,1,46127
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,2,1,1,1,19506
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,2,3,1,1,21572
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,2,4,1,1,26318
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,2,5,1,1,43144
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,2,2,2,6,1,3,130496
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,1,1,2,1,1,1,15376
2018,1,9,Ciudad de México,2,Azcapotzalco,2,2,1,1,2,1,2,1,1,27639
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,2,1,2,6,5,3,5330453
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,1,2,5,5,1,1094382
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,1,2,6,4,4,5177090
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,1,2,6,5,3,5657455
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,1,2,6,6,1,1955000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,2,2,5,5,1,1250050
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,2,2,6,4,1,850000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,2,2,6,5,1,2217600
2018,1,9,Ciudad de México,2,Azcapotzalco,2,3,3,1,2,3,6,4,1,500000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,4,,1,1,2,2,1,1,59000
2018,1,9,Ciudad de México,2,Azcapotzalco,2,4,,1,1,2,4,4,1,942046
2018,1,9,Ciudad de México,2,Azcapotzalco,2,4,,1,2,2,5,4,1,721390
2018,1,9,Ciudad de México,2,Azcapotzalco,2,4,4,1,1,2,6,4,1,876531
2018,1,9,Ciudad de México,2,Azcapotzalco,2,4,6,1,2,2,6,5,2,2107100
2018,1,9,Ciudad de México,2,Azcapotzalco,3,1,2,2,2,2,4,4,1,377750.54
2018,1,9,Ciudad de México,2,Azcapotzalco,3,1,2,1,2,2,3,4,1,765461
2018,1,9,Ciudad de México,2,Azcapotzalco,3,3,3,1,1,2,2,4,1,623296.4
2018,1,9,Ciudad de México,2,Azcapotzalco,3,3,3,1,2,2,2,4,1,423194.77
2018,1,9,Ciudad de México,2,Azcapotzalco,3,3,3,1,2,2,4,4,1,915034.5
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,1,,4,5,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,1,,6,4,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,1,2,5,4,1,526164.06
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,1,2,6,5,2,1164276.87
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,2,,6,4,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,2,,6,5,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,2,2,6,5,3,1455391.17
2018,1,9,Ciudad de México,3,Coyoacán,1,1,2,2,2,2,6,6,1,2098151.93
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,2,1,1,2,,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,2,2,2,1,,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,2,2,2,3,,2,0
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,2,2,2,4,,1,0
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,1,1,11,1729057.78
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,1,2,1,349800
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,2,1,1,91090.76
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,2,6,3,1,400687.8
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,1,3,1,1,1,189000
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,1,1,6,1152743.88
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,1,2,2,639108
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,1,3,1,552500
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,2,2,1,1,180129
2018,1,9,Ciudad de México,3,Coyoacán,1,2,1,1,2,3,1,1,1,76000
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,1,6,5,1,492806.27
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,4,4,1,553740.25
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,5,4,1,474125.65
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,1,2,6,4,1,613368.69
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,2,2,2,6,5,1,491704.42
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,1,1,2,1,3,1,621112.98
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,1,1,2,4,4,1,854696.44
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,1,2,2,4,4,1,632648.47
2018,1,9,Ciudad de México,3,Coyoacán,1,3,3,1,2,2,5,3,1,718999.97
2018,1,9,Ciudad de México,3,Coyoacán,1,4,4,1,2,2,6,1,1,220390.89
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,2,1,1,6,5,1,1465512
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,2,1,2,6,5,2,3167000
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,2,1,2,6,6,1,1000000
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,1,2,6,5,1,2100000
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,1,2,6,6,1,800000
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,1,3,6,5,1,1350708
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,2,1,6,5,1,1930518
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,2,2,6,5,3,6129300
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,2,2,6,6,2,3454841
2018,1,9,Ciudad de México,3,Coyoacán,2,1,2,1,2,3,4,5,1,1750000
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,1,1,4,1,1,15460
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,1,2,4,1,1,51405
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,1,2,6,6,1,1739200
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,2,2,1,1,1,13310
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,2,2,3,1,1,32253
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,2,2,5,1,2,82540
2018,1,9,Ciudad de México,3,Coyoacán,2,2,1,2,2,2,6,1,1,43833
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,2,1,2,5,4,1,840189
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,2,1,2,6,4,1,616631
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,2,1,2,6,6,1,2117596
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,2,2,2,6,5,1,2459000
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,1,2,3,4,1,1073000
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,1,2,6,5,2,4307912
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,1,2,6,6,1,3800000
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,1,3,6,6,1,2800000
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,2,2,4,5,1,2210000
2018,1,9,Ciudad de México,3,Coyoacán,2,3,3,1,2,2,6,5,1,1398743
2018,1,9,Ciudad de México,3,Coyoacán,2,4,,1,1,2,5,6,2,736655
2018,1,9,Ciudad de México,3,Coyoacán,2,4,,1,1,2,6,3,1,553888
2018,1,9,Ciudad de México,3,Coyoacán,2,4,,1,1,2,6,4,1,1477500
2018,1,9,Ciudad de México,3,Coyoacán,2,4,4,1,1,2,6,5,1,2265231
2018,1,9,Ciudad de México,3,Coyoacán,2,4,4,1,1,3,6,6,1,1488539
2018,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,1,2,6,5,1,235012
2018,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,1,2,6,6,1,3200000
2018,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,1,3,6,6,2,1994432
2018,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,2,2,5,6,1,1200000
2018,1,9,Ciudad de México,3,Coyoacán,2,4,6,1,2,2,6,4,1,1050500
2018,1,9,Ciudad de México,3,Coyoacán,3,3,3,1,1,1,2,4,1,518472.15
2018,1,9,Ciudad de México,3,Coyoacán,3,3,3,1,1,2,3,4,2,1140000
2018,1,9,Ciudad de México,3,Coyoacán,3,3,3,1,2,1,2,4,1,432301.45
2018,1,9,Ciudad de México,3,Coyoacán,3,3,3,1,2,2,5,4,2,2553888.18
2018,1,9,Ciudad de México,3,Coyoacán,7,1,2,1,2,3,1,4,1,550000
2018,1,9,Ciudad de México,3,Coyoacán,10,1,2,1,1,2,3,4,1,1051000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,,1,5,1,0
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,1,,1,6,1,0
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,1,2,2,2,2,6,5,1,701592.43
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,2,1,2,1,,3,0
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,2,1,2,3,,1,0
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,1,1,1,170000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,1,2,1,2,1,348700
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,1,1,1,220000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,2,1,1,2,2,6,1,1,193691.54
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,3,3,2,2,2,6,5,1,494955.78
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,3,3,2,2,2,6,6,1,1012156
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,1,4,4,1,1,2,6,5,1,2106424.86
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,2,1,2,6,5,2,3048000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,2,2,2,6,4,1,1500000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,2,2,2,6,5,1,800000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,1,1,6,5,1,2000000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,1,2,6,5,2,1753280
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,1,2,6,6,4,23937372
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,1,3,6,6,1,1400000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,2,2,6,4,1,1000000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,2,2,6,5,2,3490000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,1,2,1,2,2,6,6,4,15550342
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,2,1,1,3,1,1,22524
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,2,1,2,2,1,3,36403
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,2,1,2,3,1,1,11786
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,2,1,2,6,1,1,23997
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,2,2,2,4,1,1,27768
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,2,1,1,2,2,6,6,1,13000000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,1,2,6,6,2,7980477
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,2,1,6,5,1,2194500
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,3,3,1,2,2,6,6,1,6375000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,,1,2,1,4,4,1,1257219
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,6,1,1,2,4,5,1,600000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,6,1,1,2,6,5,1,1500000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,6,1,1,3,6,6,1,4500000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,2,4,6,1,2,2,6,6,1,2500000
2018,1,9,Ciudad de México,4,Cuajimalpa de Morelos,3,2,1,1,1,3,5,3,1,815221.88
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,1,2,5,4,1,336665.46
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,1,2,6,4,1,341324.43
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,2,2,1,4,1,76684.95
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,2,2,4,4,2,487329.2
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,2,2,2,5,4,1,372203.62
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,1,1,2,5,4,1,797353.17
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,1,2,1,2,2,6,4,1,1572999.86
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,1,1,,5,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,1,4,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,2,1,,2,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,2,2,,6,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,2,3,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,2,4,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,1,2,6,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,2,1,1,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,2,2,1,,6,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,2,2,3,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,2,2,4,,2,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,2,2,2,6,,1,0
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,1,1,16,2530755.76
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,1,2,1,291000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,1,3,1,679824
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,2,1,1,83420
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,4,1,4,730807.9
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,2,6,1,1,140429.81
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,1,3,1,2,1,403100
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,1,1,9,1411001.28
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,2,1,1,2,2,1,3,1,503475
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,1,2,2,4,1,195929.27
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,1,2,4,3,1,442028.79
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,1,2,5,3,1,545672.25
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,1,2,6,3,1,390799.97
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,2,2,4,5,1,244575.88
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,2,2,2,4,6,1,258442.84
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,1,1,2,6,4,1,1112999.88
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,1,2,2,1,4,1,410748.8
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,1,2,2,2,4,1,332294.53
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,1,2,2,3,2,1,391692.45
2018,1,9,Ciudad de México,5,Gustavo A. Madero,1,3,3,1,2,2,4,2,1,389999.83
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,2,1,2,6,4,1,621117
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,2,2,2,6,5,1,1650000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,1,1,2,3,5,1,2720000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,1,1,2,4,4,1,606000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,1,1,2,6,4,2,2018647
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,1,2,1,1,2,6,5,1,2844000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,1,4,1,1,30752
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,2,2,1,2,58471
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,2,3,1,1,51405
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,2,4,1,5,169807
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,2,5,1,1,41997
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,2,6,1,2,102812
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,1,3,4,1,1,29834
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,1,2,1,1,9448
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,2,1,1,2,25753
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,2,2,1,3,40849
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,2,3,1,2,63493
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,2,4,1,1,31351
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,2,2,2,6,1,3,127747
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,1,1,1,1,1,1,11099
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,1,1,2,1,1,2,31670
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,2,1,1,1,2,2,1,1,31899
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,2,2,2,6,6,1,3000000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,1,2,4,4,1,1000000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,1,2,4,5,1,1968400
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,1,2,6,4,1,1225800
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,2,1,5,4,1,1017900
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,2,2,4,4,1,1180000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,3,3,1,2,2,6,4,1,1486000
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,4,,1,1,3,6,4,1,215418
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,4,,1,2,2,3,3,1,490585
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,4,,1,2,2,6,4,1,1414790
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,4,6,1,1,2,6,6,1,3970500
2018,1,9,Ciudad de México,5,Gustavo A. Madero,2,4,6,1,2,2,3,5,1,338455
2018,1,9,Ciudad de México,5,Gustavo A. Madero,3,1,2,1,2,2,4,4,1,1204787.55
2018,1,9,Ciudad de México,5,Gustavo A. Madero,3,3,3,1,1,1,4,4,1,879569.73
2018,1,9,Ciudad de México,5,Gustavo A. Madero,3,3,3,1,1,2,2,4,2,1070916.9
2018,1,9,Ciudad de México,5,Gustavo A. Madero,3,3,3,1,2,2,3,3,1,740000
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,1,,5,4,1,0
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,1,2,1,4,1,297279.07
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,1,2,6,4,4,3870114.55
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,1,2,6,5,1,310421.69
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,,1,4,1,0
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,,6,4,2,0
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,2,2,4,1,101677.81
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,2,5,4,2,1189931.65
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,2,6,4,1,1189999.87
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,2,2,2,6,5,2,641373.19
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,1,1,1,3,3,1,415510.9
2018,1,9,Ciudad de México,6,Iztacalco,1,1,2,1,1,1,5,3,1,664857.31
